iter	Logloss
0	0.6223010699
1	0.562696461
2	0.5103693167
3	0.4633230505
4	0.4221089587
5	0.3843195492
6	0.3518415153
7	0.3217292418
8	0.2957180716
9	0.2722639058
10	0.2500413076
11	0.2297044059
12	0.2120356516
13	0.195424581
14	0.179998109
15	0.1662295427
16	0.1536833952
17	0.1421415082
18	0.1319116064
19	0.122137894
20	0.113461691
21	0.1058840146
22	0.09789591484
23	0.09104570246
24	0.08465301875
25	0.07849667339
26	0.07272761372
27	0.06740601384
28	0.06274090797
29	0.05864156425
30	0.05434167399
31	0.05036995066
32	0.04673175105
33	0.04389992214
34	0.04100984298
35	0.03818947252
36	0.03591887949
37	0.03376448795
38	0.03163369469
39	0.02948587551
40	0.02741324329
41	0.02592457702
42	0.02438885717
43	0.0229355141
44	0.02155229136
45	0.02012582876
46	0.01885624306
47	0.01776433184
48	0.0167378442
49	0.01566055059
50	0.01465698831
51	0.0136452988
52	0.0129404256
53	0.01227632316
54	0.01175484144
55	0.01112920438
56	0.01062520086
57	0.01005330388
58	0.009537680913
59	0.009086289269
60	0.008601308181
61	0.008232736191
62	0.007931319987
63	0.007662443048
64	0.007271589198
65	0.006951928154
66	0.006498878807
67	0.006273241925
68	0.006022455369
69	0.005817189052
70	0.005589883603
71	0.005325042476
72	0.005064390646
73	0.004809302384
74	0.004618465646
75	0.00447524556
76	0.004308543692
77	0.004193446606
78	0.004060106482
79	0.003922576764
